CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Total,RFM_Score,Segment,Cluster
13810,29,2,827.51,4,2,3,9,423,Potential,0
13811,184,2,519.75,1,2,3,6,123,At-Risk,0
13812,42,3,485.0,3,3,3,9,333,Potential,0
13813,40,4,1168.8600000000001,3,4,4,11,344,Loyal,1
13814,92,2,1579.12,2,2,4,8,224,Potential,0
13815,22,4,3667.36,4,4,5,13,445,VIP,1
13816,24,2,499.67,4,2,3,9,423,Potential,0
13817,29,2,328.98,4,2,2,8,422,Potential,0
13819,302,3,1140.35,1,3,4,8,134,Potential,0
13821,145,2,385.64,2,2,2,6,222,At-Risk,0
13822,6,2,632.0,5,2,3,10,523,Loyal,1
13823,19,2,957.66,4,2,4,10,424,Loyal,0
13824,33,5,1693.04,3,4,4,11,344,Loyal,1
13826,176,1,189.5,2,1,1,4,211,At-Risk,0
13827,58,3,410.92,3,3,2,8,332,Potential,0
13828,22,1,209.49,4,1,1,6,411,At-Risk,0
13831,16,6,2073.65,4,5,5,14,455,VIP,1
13832,19,1,52.199999999999996,4,1,1,6,411,At-Risk,0
13833,159,1,383.85,2,1,2,5,212,At-Risk,0
13835,25,4,834.57,4,4,3,11,443,Loyal,1
13837,212,2,266.59000000000003,1,2,2,5,122,At-Risk,0
13838,6,4,675.34,5,4,3,12,543,Loyal,1
13841,253,1,85.0,1,1,1,3,111,At-Risk,0
13842,59,9,3385.62,3,5,5,13,355,VIP,1
13844,11,1,361.62,5,1,2,8,512,Potential,0
13845,65,1,312.98,3,1,2,6,312,At-Risk,0
13846,25,3,865.0600000000001,4,3,3,10,433,Loyal,1
13848,92,3,739.8000000000001,2,3,3,8,233,Potential,0
13849,52,2,1537.95,3,2,4,9,324,Potential,0
13850,129,1,1595.48,2,1,4,7,214,Potential,0
13851,96,3,1965.0600000000002,2,3,5,10,235,Loyal,0
13853,57,1,1090.14,3,1,4,8,314,Potential,0
13854,9,25,7899.92,5,5,5,15,555,VIP,1
13856,169,3,388.5,2,3,2,7,232,Potential,0
13858,57,1,216.17,3,1,1,5,311,At-Risk,0
13859,326,1,201.16,1,1,1,3,111,At-Risk,0
13860,1,5,1245.9,5,4,4,13,544,VIP,1
13862,18,8,2209.36,4,5,5,14,455,VIP,1
13863,248,1,305.78,1,1,2,4,112,At-Risk,0
13865,58,4,501.56,3,4,3,10,343,Loyal,0
13866,74,1,145.67000000000002,2,1,1,4,211,At-Risk,0
13867,31,3,1005.09,4,3,4,11,434,Loyal,1
13868,7,2,709.14,5,2,3,10,523,Loyal,1
13869,123,4,3083.78,2,4,5,11,245,Loyal,1
13870,2,8,2760.2400000000002,5,5,5,15,555,VIP,1
13871,23,13,6403.25,4,5,5,14,455,VIP,1
13873,120,3,389.6,2,3,2,7,232,Potential,0
13874,358,1,540.45,1,1,3,5,113,At-Risk,0
13875,54,5,1786.79,3,4,4,11,344,Loyal,1
13876,64,1,122.7,3,1,1,5,311,At-Risk,0
13877,86,1,117.24,2,1,1,4,211,At-Risk,0
13878,55,1,1271.57,3,1,4,8,314,Potential,0
13880,21,13,3219.77,4,5,5,14,455,VIP,1
13881,4,20,15258.220000000001,5,5,5,15,555,VIP,1
13882,3,5,1191.13,5,4,4,13,544,VIP,1
13883,11,5,2674.48,5,4,5,14,545,VIP,1
13884,7,5,787.6,5,4,3,12,543,Loyal,1
13885,189,2,506.8,1,2,3,6,123,At-Risk,0
13886,71,1,243.56,3,1,2,6,312,At-Risk,0
13887,204,1,349.55,1,1,2,4,112,At-Risk,0
13888,120,2,595.67,2,2,3,7,223,Potential,0
13889,93,1,416.90000000000003,2,1,2,5,212,At-Risk,0
13890,1,10,1883.8100000000002,5,5,4,14,554,VIP,1
13892,27,4,632.97,4,4,3,11,443,Loyal,1
13893,298,1,716.7,1,1,3,5,113,At-Risk,0
13894,24,3,564.62,4,3,3,10,433,Loyal,0
13895,28,4,2593.07,4,4,5,13,445,VIP,1
13897,50,1,311.16,3,1,2,6,312,At-Risk,0
13898,326,1,155.93,1,1,1,3,111,At-Risk,0
13899,16,2,388.52,4,3,2,9,432,Potential,0
13900,183,3,740.95,1,3,3,7,133,Potential,0
13901,72,5,2867.2,2,4,5,11,245,Loyal,1
13904,37,2,332.64,3,3,2,8,332,Potential,0
13908,80,4,2369.55,2,4,5,11,245,Loyal,1
13911,57,9,2580.91,3,5,5,13,355,VIP,1
13914,12,2,626.45,5,3,3,11,533,Loyal,0
13917,50,2,272.04,3,3,2,8,332,Potential,0
13918,50,2,1160.04,3,3,4,10,334,Loyal,0
13919,59,2,348.81,3,3,2,8,332,Potential,0
13922,352,1,172.25,1,1,1,3,111,At-Risk,0
13923,54,1,351.13,3,1,2,6,312,At-Risk,0
13924,2,6,1838.8500000000001,5,5,4,14,554,VIP,1
13925,93,4,678.25,2,4,3,9,243,Potential,0
13926,23,1,223.85000000000002,4,1,1,6,411,At-Risk,0
13927,75,1,348.99,2,1,2,5,212,At-Risk,0
13928,11,4,464.57,5,4,2,11,542,Loyal,1
13929,169,2,646.25,2,3,3,8,233,Potential,0
13930,58,2,337.34,3,3,2,8,332,Potential,0
13931,96,2,1184.13,2,3,4,9,234,Potential,0
13932,295,1,307.4,1,1,2,4,112,At-Risk,0
13933,109,2,608.7900000000001,2,3,3,8,233,Potential,0
13934,264,1,922.1,1,1,4,6,114,At-Risk,0
13936,180,1,376.58,1,1,2,4,112,At-Risk,0
13937,169,1,158.85,2,1,1,4,211,At-Risk,0
13938,35,1,71.66,3,1,1,5,311,At-Risk,0
13939,23,3,568.55,4,3,3,10,433,Loyal,0
13940,17,4,839.14,4,4,3,11,443,Loyal,1
13941,22,5,4570.320000000001,4,4,5,13,445,VIP,1
13946,79,3,561.5699999999999,2,3,3,8,233,Potential,0
13947,65,1,90.6,3,1,1,5,311,At-Risk,0
13948,361,1,102.0,1,1,1,3,111,At-Risk,0
13949,3,6,2427.32,5,5,5,15,555,VIP,1
13950,11,4,730.06,5,4,3,12,543,Loyal,1
13951,176,3,674.45,2,3,3,8,233,Potential,0
13952,218,2,3251.62,1,3,5,9,135,Potential,0
13953,7,7,1676.88,5,5,4,14,554,VIP,1
13954,2,2,439.92,5,3,2,10,532,Loyal,1
13955,154,2,322.96,2,3,2,7,232,Potential,0
13956,5,5,1019.27,5,4,4,13,544,VIP,1
13959,79,3,594.36,2,3,3,8,233,Potential,0
13960,21,2,230.22,4,3,1,8,431,Potential,0
13962,22,2,169.55,4,3,1,8,431,Potential,0
13963,308,4,664.54,1,4,3,8,143,Potential,0
13967,146,1,80.7,2,1,1,4,211,At-Risk,0
13969,7,18,9012.86,5,5,5,15,555,VIP,1
13971,19,8,2758.26,4,5,5,14,455,VIP,1
13972,71,2,190.25,3,3,1,7,331,Potential,0
13973,287,1,264.7,1,1,2,4,112,At-Risk,0
13974,49,1,413.59000000000003,3,1,2,6,312,At-Risk,0
13975,31,6,2461.2400000000002,4,5,5,14,455,VIP,1
13976,207,1,357.98,1,1,2,4,112,At-Risk,0
13978,15,2,196.79000000000002,4,3,1,8,431,Potential,0
13979,73,1,869.87,2,1,3,6,213,At-Risk,0
13980,60,1,200.14,3,1,1,5,311,At-Risk,0
13982,39,4,1871.81,3,4,4,11,344,Loyal,1
13983,30,12,2338.23,4,5,5,14,455,VIP,1
13984,27,5,689.63,4,4,3,11,443,Loyal,1
13985,4,15,7060.13,5,5,5,15,555,VIP,1
13986,17,1,320.46,4,1,2,7,412,Potential,0
13988,20,6,4147.96,4,5,5,14,455,VIP,1
13989,66,2,1266.08,3,3,4,10,334,Loyal,0
13990,213,1,311.3,1,1,2,4,112,At-Risk,0
13991,12,6,852.24,5,5,3,13,553,VIP,1
13992,30,1,76.8,4,1,1,6,411,At-Risk,0
13993,43,9,3448.96,3,5,5,13,355,VIP,1
13994,4,6,2274.14,5,5,5,15,555,VIP,1
13995,15,5,1393.69,4,4,4,12,444,Loyal,1
13999,10,12,3901.81,5,5,5,15,555,VIP,1
14000,211,1,635.66,1,1,3,5,113,At-Risk,0
14001,46,3,2043.0800000000002,3,3,5,11,335,Loyal,1
14002,134,2,529.73,2,3,3,8,233,Potential,0
14004,43,7,4582.64,3,5,5,13,355,VIP,1
14005,10,5,2874.72,5,4,5,14,545,VIP,1
14006,116,3,962.19,2,3,4,9,234,Potential,0
14009,198,2,695.61,1,3,3,7,133,Potential,0
14012,278,1,328.8,1,1,2,4,112,At-Risk,0
14013,110,3,473.02,2,3,3,8,233,Potential,0
14014,77,1,505.18,2,1,3,6,213,At-Risk,0
14015,53,1,917.34,3,1,4,8,314,Potential,0
14016,162,4,4335.3099999999995,2,4,5,11,245,Loyal,1
14019,47,3,1421.61,3,3,4,10,334,Loyal,1
14020,17,2,642.8,4,3,3,10,433,Loyal,0
14021,155,3,631.9,2,3,3,8,233,Potential,0
14022,225,1,440.0,1,1,2,4,112,At-Risk,0
14023,7,2,584.07,5,3,3,11,533,Loyal,1
14024,122,2,327.7,2,3,2,7,232,Potential,0
14027,61,1,104.82,3,1,1,5,311,At-Risk,0
14029,63,2,467.66,3,3,2,8,332,Potential,0
14030,18,8,2270.44,4,5,5,14,455,VIP,1
14031,7,19,14324.300000000001,5,5,5,15,555,VIP,1
14032,2,11,2975.59,5,5,5,15,555,VIP,1
14034,22,3,649.92,4,3,3,10,433,Loyal,0
14035,29,5,1413.02,4,4,4,12,444,Loyal,1
14036,285,1,626.65,1,1,3,5,113,At-Risk,0
14037,176,2,147.20000000000002,2,3,1,6,231,At-Risk,0
14038,78,3,1560.38,2,3,4,9,234,Potential,0
14039,33,1,152.2,3,1,1,5,311,At-Risk,0
14040,41,12,3560.32,3,5,5,13,355,VIP,1
14041,266,1,141.41,1,1,1,3,111,At-Risk,0
14044,27,4,646.58,4,4,3,11,443,Loyal,1
14045,109,4,1140.0,2,4,4,10,244,Loyal,0
14046,284,1,151.59,1,1,1,3,111,At-Risk,0
14047,9,5,1308.6100000000001,5,4,4,13,544,VIP,1
14048,305,1,409.93,1,1,2,4,112,At-Risk,0
14049,17,4,5579.14,4,4,5,13,445,VIP,1
14050,32,2,746.36,4,3,3,10,433,Loyal,0
14051,1,23,15120.19,5,5,5,15,555,VIP,1
14052,20,1,225.49,4,1,1,6,411,At-Risk,0
14053,124,2,260.25,2,3,2,7,232,Potential,0
14054,65,1,92.46,3,1,1,5,311,At-Risk,0
14055,106,1,512.24,2,1,3,6,213,At-Risk,0
14056,1,23,8153.42,5,5,5,15,555,VIP,1
14057,24,17,6026.62,4,5,5,14,455,VIP,1
14059,267,1,183.6,1,1,1,3,111,At-Risk,0
14060,5,19,6090.02,5,5,5,15,555,VIP,1
14062,10,12,9204.85,5,5,5,15,555,VIP,1
14064,29,5,1224.9,4,4,4,12,444,Loyal,1
14066,267,1,152.55,1,1,1,3,111,At-Risk,0
14067,64,2,374.7,3,3,2,8,332,Potential,0
14068,320,1,265.85,1,1,2,4,112,At-Risk,0
14071,4,8,1426.6,5,5,4,14,554,VIP,1
14073,32,1,151.04,4,1,1,6,411,At-Risk,0
14075,5,3,942.26,5,3,4,12,534,Loyal,1
14076,129,1,119.27,2,1,1,4,211,At-Risk,0
14077,41,5,499.41999999999996,3,4,3,10,343,Loyal,0
14078,102,6,1049.37,2,5,4,11,254,Loyal,1
14079,125,1,375.1,2,1,2,5,212,At-Risk,0
14080,33,1,45.599999999999994,3,1,1,5,311,At-Risk,0
14081,302,2,921.62,1,3,4,8,134,Potential,0
14082,365,1,182.25,1,1,1,3,111,At-Risk,0
14083,4,9,1002.9,5,5,4,14,554,VIP,1
14085,2,18,4421.45,5,5,5,15,555,VIP,1
14087,3,1,192.12,5,1,1,7,511,Potential,0
14088,10,13,47772.39,5,5,5,15,555,VIP,1
14089,57,1,158.75,3,1,1,5,311,At-Risk,0
14090,325,1,76.32000000000001,1,1,1,3,111,At-Risk,0
14092,8,14,4076.91,5,5,5,15,555,VIP,1
14093,12,1,434.28,5,1,2,8,512,Potential,0
14096,4,17,53137.85,5,5,5,15,555,VIP,1
14098,37,1,147.85,3,1,1,5,311,At-Risk,0
14099,16,11,3104.17,4,5,5,14,455,VIP,1
14100,138,1,191.95000000000002,2,1,1,4,211,At-Risk,0
14101,74,6,4466.83,2,5,5,12,255,Loyal,1
14102,5,5,1105.8799999999999,5,4,4,13,544,VIP,1
14104,155,2,216.66,2,3,1,6,231,At-Risk,0
14105,239,1,1266.23,1,1,4,6,114,At-Risk,0
14107,52,7,2703.23,3,5,5,13,355,VIP,1
14108,31,2,597.91,4,3,3,10,433,Loyal,0
14109,73,1,144.2,2,1,1,4,211,At-Risk,0
14110,4,12,5311.63,5,5,5,15,555,VIP,1
14111,14,4,677.85,4,4,3,11,443,Loyal,1
14112,23,7,2915.15,4,5,5,14,455,VIP,1
14113,4,4,1527.22,5,4,4,13,544,VIP,1
14114,274,2,386.53,1,3,2,6,132,At-Risk,0
14116,20,5,1382.74,4,4,4,12,444,Loyal,1
14117,144,1,90.0,2,1,1,4,211,At-Risk,0
14121,4,4,2780.15,5,4,5,14,545,VIP,1
14124,84,1,419.58000000000004,2,1,2,5,212,At-Risk,0
14125,11,3,2720.63,5,3,5,13,535,VIP,1
14126,8,3,587.45,5,3,3,11,533,Loyal,1
14127,123,3,709.71,2,3,3,8,233,Potential,0
14128,61,2,637.5,3,3,3,9,333,Potential,0
14129,2,5,1123.8600000000001,5,4,4,13,544,VIP,1
14130,319,1,480.91,1,1,3,5,113,At-Risk,0
14132,2,11,3586.0299999999997,5,5,5,15,555,VIP,1
14133,130,3,605.64,2,3,3,8,233,Potential,0
14135,2,15,4654.31,5,5,5,15,555,VIP,1
14138,2,2,965.8800000000001,5,3,4,12,534,Loyal,1
14139,46,1,415.82,3,1,2,6,312,At-Risk,0
14140,4,2,935.05,5,3,4,12,534,Loyal,1
14141,3,4,915.13,5,4,4,13,544,VIP,1
14142,373,1,311.81,1,1,2,4,112,At-Risk,0
14143,134,1,115.8,2,1,1,4,211,At-Risk,0
14145,47,4,2217.6000000000004,3,4,5,12,345,Loyal,1
14146,9,5,4191.0,5,4,5,14,545,VIP,1
14147,78,2,481.0,2,3,3,8,233,Potential,0
14148,234,1,157.2,1,1,1,3,111,At-Risk,0
14149,221,1,446.62,1,1,2,4,112,At-Risk,0
14150,36,2,658.64,3,3,3,9,333,Potential,0
14152,75,2,621.29,2,3,3,8,233,Potential,0
14154,239,2,1345.62,1,3,4,8,134,Potential,0
14155,266,1,118.75,1,1,1,3,111,At-Risk,0
14156,10,55,83725.17,5,5,5,15,555,VIP,1
14157,20,2,424.89000000000004,4,3,2,9,432,Potential,0
14158,40,1,507.66,3,1,3,7,313,Potential,0
14159,20,11,4632.23,4,5,5,14,455,VIP,1
14161,216,3,1097.6200000000001,1,3,4,8,134,Potential,0
14162,174,2,289.36,2,3,2,7,232,Potential,0
14163,87,4,2350.51,2,4,5,11,245,Loyal,1
14164,71,2,1475.37,3,3,4,10,334,Loyal,0
14165,276,1,120.75999999999999,1,1,1,3,111,At-Risk,0
14167,39,4,562.59,3,4,3,10,343,Loyal,0
14171,98,1,363.79,2,1,2,5,212,At-Risk,0
14173,11,4,450.84,5,4,2,11,542,Loyal,1
14174,33,1,134.46,3,1,1,5,311,At-Risk,0
14175,60,3,3222.3,3,3,5,11,335,Loyal,1
14176,297,4,576.9000000000001,1,4,3,8,143,Potential,0
14177,86,4,549.46,2,4,3,9,243,Potential,0
14178,9,7,1584.63,5,5,4,14,554,VIP,1
14179,41,2,701.57,3,3,3,9,333,Potential,0
14180,11,25,4748.52,5,5,5,15,555,VIP,1
14184,67,1,452.89,3,1,2,6,312,At-Risk,0
14185,331,1,197.65,1,1,1,3,111,At-Risk,0
14188,31,6,2054.36,4,5,5,14,455,VIP,1
14189,2,15,4654.08,5,5,5,15,555,VIP,1
14191,2,13,4684.76,5,5,5,15,555,VIP,1
14193,68,2,853.39,3,3,3,9,333,Potential,0
14194,5,21,11349.52,5,5,5,15,555,VIP,1
14195,202,2,778.4000000000001,1,3,3,7,133,Potential,0
14196,107,1,335.52,2,1,2,5,212,At-Risk,0
14198,18,4,701.4,4,4,3,11,443,Loyal,1
14199,218,1,185.39999999999998,1,1,1,3,111,At-Risk,0
14201,60,7,747.44,3,5,3,11,353,Loyal,1
14204,2,1,150.94,5,1,1,7,511,Potential,0
14205,17,2,466.7,4,3,2,9,432,Potential,0
14206,239,1,328.15999999999997,1,1,2,4,112,At-Risk,0
14208,95,1,151.74,2,1,1,4,211,At-Risk,0
14209,11,6,2073.43,5,5,5,15,555,VIP,1
14210,106,6,1905.8400000000001,2,5,4,11,254,Loyal,1
14211,53,9,2241.1,3,5,5,13,355,VIP,1
14212,90,1,1034.48,2,1,4,7,214,Potential,0
14214,31,5,1004.38,4,4,4,12,444,Loyal,1
14215,12,6,1789.72,5,5,4,14,554,VIP,1
14216,3,4,1824.3,5,4,4,13,544,VIP,1
14217,2,17,2004.98,5,5,5,15,555,VIP,1
14218,43,1,169.48000000000002,3,1,1,5,311,At-Risk,0
14219,4,1,89.94,5,1,1,7,511,Potential,0
14220,247,2,632.4,1,3,3,7,133,Potential,0
14221,42,9,3432.8,3,5,5,13,355,VIP,1
14222,177,1,683.17,2,1,3,6,213,At-Risk,0
14223,92,3,991.13,2,3,4,9,234,Potential,0
14224,110,4,1009.73,2,4,4,10,244,Loyal,0
14226,29,5,2184.39,4,4,5,13,445,VIP,1
14227,26,10,3350.96,4,5,5,14,455,VIP,1
14229,52,3,1547.2,3,3,4,10,334,Loyal,1
14231,184,3,925.71,1,3,4,8,134,Potential,0
14232,43,5,2048.07,3,4,5,12,345,Loyal,1
14233,49,4,1432.3200000000002,3,4,4,11,344,Loyal,1
14234,22,4,755.61,4,4,3,11,443,Loyal,1
14235,75,5,3144.86,2,4,5,11,245,Loyal,1
14236,81,2,490.86,2,3,3,8,233,Potential,0
14237,373,1,161.0,1,1,1,3,111,At-Risk,0
14238,326,1,146.85,1,1,1,3,111,At-Risk,0
14239,43,11,2380.85,3,5,5,13,355,VIP,1
14240,30,2,890.34,4,3,3,10,433,Loyal,0
14241,184,1,213.70000000000002,1,1,1,3,111,At-Risk,0
14242,235,2,280.55,1,3,2,6,132,At-Risk,0
14243,9,10,2588.77,5,5,5,15,555,VIP,1
14245,220,2,1693.45,1,3,4,8,134,Potential,0
14246,111,3,1474.06,2,3,4,9,234,Potential,0
14247,278,1,136.76999999999998,1,1,1,3,111,At-Risk,0
14248,318,1,300.18,1,1,2,4,112,At-Risk,0
14250,7,3,1904.05,5,3,4,12,534,Loyal,1
14251,2,5,2879.7000000000003,5,4,5,14,545,VIP,1
14256,260,2,969.0600000000001,1,3,4,8,134,Potential,0
14257,64,5,3051.7200000000003,3,4,5,12,345,Loyal,1
14258,9,9,11706.0,5,5,5,15,555,VIP,1
14259,142,1,120.0,2,1,1,4,211,At-Risk,0
14261,51,2,1163.45,3,3,4,10,334,Loyal,0
14262,8,8,2618.23,5,5,5,15,555,VIP,1
14264,155,2,333.97,2,3,2,7,232,Potential,0
14265,109,2,530.18,2,3,3,8,233,Potential,0
14267,163,3,1516.24,2,3,4,9,234,Potential,0
14270,332,1,492.65000000000003,1,1,3,5,113,At-Risk,0
14271,226,1,112.32,1,1,1,3,111,At-Risk,0
14272,74,2,437.96,2,3,2,7,232,Potential,0
14273,51,4,559.97,3,4,3,10,343,Loyal,0
14276,99,3,1119.74,2,3,4,9,234,Potential,0
14277,15,3,4152.0,4,3,5,12,435,Loyal,1
14280,197,1,134.04,1,1,1,3,111,At-Risk,0
14282,3,15,3701.44,5,5,5,15,555,VIP,1
14284,31,2,595.25,4,3,3,10,433,Loyal,0
14285,21,4,1910.01,4,4,4,12,444,Loyal,1
14286,24,3,4628.75,4,3,5,12,435,Loyal,1
14287,8,3,176.63,5,3,1,9,531,Potential,0
14288,213,1,426.6,1,1,2,4,112,At-Risk,0
14289,9,6,911.26,5,5,4,14,554,VIP,1
14290,11,5,2314.65,5,4,5,14,545,VIP,1
14291,2,11,3883.25,5,5,5,15,555,VIP,1
14292,8,9,4346.33,5,5,5,15,555,VIP,1
14293,3,4,1046.56,5,4,4,13,544,VIP,1
14295,40,1,166.20000000000002,3,1,1,5,311,At-Risk,0
14297,18,4,1305.33,4,4,4,12,444,Loyal,1
14298,8,44,50624.71,5,5,5,15,555,VIP,1
14299,8,9,3779.62,5,5,5,15,555,VIP,1
14300,19,1,43.2,4,1,1,6,411,At-Risk,0
14301,117,1,640.14,2,1,3,6,213,At-Risk,0
14304,223,1,383.45,1,1,2,4,112,At-Risk,0
14305,71,3,1843.96,3,3,4,10,334,Loyal,1
14306,51,2,2042.92,3,3,5,11,335,Loyal,0
14307,89,6,2995.72,2,5,5,12,255,Loyal,1
14309,8,9,2352.53,5,5,5,15,555,VIP,1
14311,243,1,310.26,1,1,2,4,112,At-Risk,0
14312,47,6,1611.59,3,5,4,12,354,Loyal,1
14314,107,1,120.0,2,1,1,4,211,At-Risk,0
14315,45,6,2481.13,3,5,5,13,355,VIP,1
14317,65,1,508.58000000000004,3,1,3,7,313,Potential,0
14320,207,2,477.79,1,3,3,7,133,Potential,0
14321,11,5,1530.75,5,4,4,13,544,VIP,1
14323,115,2,605.0600000000001,2,3,3,8,233,Potential,0
14326,242,1,183.85,1,1,1,3,111,At-Risk,0
14327,163,1,311.65,2,1,2,5,212,At-Risk,0
14329,17,7,4975.24,4,5,5,14,455,VIP,1
14331,124,2,462.65999999999997,2,3,2,7,232,Potential,0
14332,23,3,840.21,4,3,3,10,433,Loyal,1
14333,68,1,415.2,3,1,2,6,312,At-Risk,0
14334,17,8,2552.21,4,5,5,14,455,VIP,1
14335,16,2,455.15,4,3,2,9,432,Potential,0
14336,17,4,1614.91,4,4,4,12,444,Loyal,1
14338,161,2,588.22,2,3,3,8,233,Potential,0
14339,243,1,309.52,1,1,2,4,112,At-Risk,0
14340,219,1,134.7,1,1,1,3,111,At-Risk,0
14341,45,8,2166.98,3,5,5,13,355,VIP,1
14342,21,4,668.5600000000001,4,4,3,11,443,Loyal,1
14344,127,8,890.25,2,5,3,10,253,Loyal,1
14345,39,1,108.97999999999999,3,1,1,5,311,At-Risk,0
14346,121,2,1021.58,2,3,4,9,234,Potential,0
14348,260,1,409.57,1,1,2,4,112,At-Risk,0
14349,10,1,133.5,5,1,1,7,511,Potential,0
14350,274,1,282.93,1,1,2,4,112,At-Risk,0
14351,165,1,51.0,2,1,1,4,211,At-Risk,0
14352,157,4,1078.96,2,4,4,10,244,Loyal,0
14353,215,1,90.6,1,1,1,3,111,At-Risk,0
14354,6,2,163.62,5,3,1,9,531,Potential,0
14355,366,1,174.4,1,1,1,3,111,At-Risk,0
14356,80,2,701.23,2,3,3,8,233,Potential,0
14357,43,1,225.12,3,1,1,5,311,At-Risk,0
14359,19,3,912.18,4,3,4,11,434,Loyal,1
14360,32,4,2118.03,4,4,5,13,445,VIP,1
14362,22,1,151.5,4,1,1,6,411,At-Risk,0
14364,109,8,3711.4500000000003,2,5,5,12,255,Loyal,1
14367,8,16,9212.56,5,5,5,15,555,VIP,1
14368,320,1,155.0,1,1,1,3,111,At-Risk,0
14371,295,1,100.5,1,1,1,3,111,At-Risk,0
14373,358,1,76.55,1,1,1,3,111,At-Risk,0
14375,185,1,236.89,1,1,1,3,111,At-Risk,0
14377,191,2,617.05,1,3,3,7,133,Potential,0
14379,44,2,348.1,3,3,2,8,332,Potential,0
14381,52,1,202.68,3,1,1,5,311,At-Risk,0
14382,26,1,616.11,4,1,3,8,413,Potential,0
14383,38,3,1247.69,3,3,4,10,334,Loyal,1
14385,9,3,202.11,5,3,1,9,531,Potential,0
14386,297,1,142.4,1,1,1,3,111,At-Risk,0
14387,33,3,1727.6,3,3,4,10,334,Loyal,1
14388,10,8,3212.84,5,5,5,15,555,VIP,1
14389,65,2,1043.46,3,3,4,10,334,Loyal,0
14390,10,9,4642.86,5,5,5,15,555,VIP,1
14393,218,1,67.95,1,1,1,3,111,At-Risk,0
14395,2,9,3480.23,5,5,5,15,555,VIP,1
14396,65,2,487.99,3,3,3,9,333,Potential,0
14397,3,19,2612.96,5,5,5,15,555,VIP,1
14400,149,1,574.7,2,1,3,6,213,At-Risk,0
14401,4,13,4051.48,5,5,5,15,555,VIP,1
14403,130,4,1430.21,2,4,4,10,244,Loyal,0
14404,34,6,1449.99,3,5,4,12,354,Loyal,1
14406,119,1,156.75,2,1,1,4,211,At-Risk,0
14407,107,5,2130.93,2,4,5,11,245,Loyal,1
14408,11,7,2599.03,5,5,5,15,555,VIP,1
14409,71,6,1904.65,3,5,4,12,354,Loyal,1
14410,92,9,1099.27,2,5,4,11,254,Loyal,1
14411,311,1,1063.0,1,1,4,6,114,At-Risk,0
14412,43,2,770.03,3,3,3,9,333,Potential,0
14413,362,1,121.05,1,1,1,3,111,At-Risk,0
14414,92,7,1496.98,2,5,4,11,254,Loyal,1
14415,1,13,5855.7,5,5,5,15,555,VIP,1
14416,22,2,477.02000000000004,4,3,3,10,433,Loyal,0
14418,4,3,1937.25,5,3,4,12,534,Loyal,1
14419,11,6,1052.05,5,5,4,14,554,VIP,1
14420,99,1,387.52,2,1,2,5,212,At-Risk,0
14421,57,2,813.11,3,3,3,9,333,Potential,0
14422,1,6,4263.64,5,5,5,15,555,VIP,1
14423,218,1,265.2,1,1,2,4,112,At-Risk,0
14424,18,1,201.60000000000002,4,1,1,6,411,At-Risk,0
14426,24,10,4431.27,4,5,5,14,455,VIP,1
14427,50,2,363.34000000000003,3,3,2,8,332,Potential,0
14428,7,5,1224.06,5,4,4,13,544,VIP,1
14431,303,1,470.36,1,1,3,5,113,At-Risk,0
14432,10,6,2250.39,5,5,5,15,555,VIP,1
14434,22,6,1372.8,4,5,4,13,454,VIP,1
14436,99,1,89.06,2,1,1,4,211,At-Risk,0
14437,366,1,63.0,1,1,1,3,111,At-Risk,0
14438,306,1,131.9,1,1,1,3,111,At-Risk,0
14439,320,1,2661.24,1,1,5,7,115,Potential,0
14440,8,5,2357.6800000000003,5,4,5,14,545,VIP,1
14441,1,4,1712.89,5,4,4,13,544,VIP,1
14442,205,2,1589.82,1,3,4,8,134,Potential,0
14443,54,4,1420.2,3,4,4,11,344,Loyal,1
14446,1,4,1007.75,5,4,4,13,544,VIP,1
14447,19,5,1163.23,4,4,4,12,444,Loyal,1
14448,9,2,339.35,5,3,2,10,532,Loyal,0
14449,19,4,887.14,4,4,3,11,443,Loyal,1
14450,181,3,483.42,1,3,3,7,133,Potential,0
14451,60,2,644.42,3,3,3,9,333,Potential,0
14452,11,2,259.05,5,3,2,10,532,Loyal,0
14453,190,1,120.06,1,1,1,3,111,At-Risk,0
14456,5,9,3024.07,5,5,5,15,555,VIP,1
14457,311,1,113.64,1,1,1,3,111,At-Risk,0
14459,155,1,1837.92,2,1,4,7,214,Potential,0
14460,110,3,434.34,2,3,2,7,232,Potential,0
14461,148,3,2102.93,2,3,5,10,235,Loyal,0
14462,66,11,1975.88,3,5,5,13,355,VIP,1
14463,98,3,514.62,2,3,3,8,233,Potential,0
14465,247,3,1038.96,1,3,4,8,134,Potential,0
14466,29,7,2272.4,4,5,5,14,455,VIP,1
14467,18,4,596.26,4,4,3,11,443,Loyal,1
14470,12,2,461.19,5,3,2,10,532,Loyal,0
14472,104,8,1852.93,2,5,4,11,254,Loyal,1
14473,74,2,234.34000000000003,2,3,1,6,231,At-Risk,0
14474,46,1,547.66,3,1,3,7,313,Potential,0
14475,72,3,925.85,2,3,4,9,234,Potential,0
14476,257,1,193.0,1,1,1,3,111,At-Risk,0
14477,20,4,1309.6,4,4,4,12,444,Loyal,1
14479,254,2,316.25,1,3,2,6,132,At-Risk,0
14480,11,1,279.05,5,1,2,8,512,Potential,0
14481,165,2,636.51,2,3,3,8,233,Potential,0
